,Name,Population,Sq Mi,X,Y,Zip Code,Date,Total Case
3292,Elmwood Village,12807,1.02,42.9178,-78.8747,14222,8/19/20,82
3293,South Campus (Lincoln Park),23657,3.48,42.97428,-78.8478,14223,8/19/20,149
3294,West Seneca,41070,20.19,42.83744,-78.7429,14224,8/19/20,273
3295,Cheektowaga/Airport,33861,11.79,42.9267,-78.748,14225,8/19/20,284
3296,Amherst (Snyder/Eggertsville),28674,7.24,42.9761,-78.7937,14226,8/19/20,214
3297,Cheektowaga (Bellevue),22419,7.93,42.8855,-78.7448,14227,8/19/20,282
3298,North Campus/Sweethome/West Amherst,21775,15.28,43.038299,-78.778411,14228,8/19/20,143
3299,UB North Campus (Amherst),1670,0.97,,,14260,8/19/20,0
3300,Akron,9549,59.61,43.0414,-78.4963,14001,8/20/20,43
3301,Alden,12851,46.68,42.894668,-78.4833,14004,8/20/20,76
3302,Angola,10113,28.86,42.6361,-79.02794,14006,8/20/20,38
3303,Basom,1923,41.17,43.0811,-78.4012,14013,8/20/20,0
3304,Boston,3060,23.54,42.6214,-78.7217,14025,8/20/20,13
3305,Bowmansville,910,0.79,42.9441,-78.6867,14026,8/20/20,4
3306,Chaffee,1867,20.9,42.5737,-78.507,14030,8/20/20,2
3307,Clarence,10145,20.83,42.993,-78.607,14031,8/20/20,87
3308,Clarence Center (North),8964,25.14,43.04275,-78.6292,14032,8/20/20,53
3309,Colden,2396,19.96,42.6521,-78.6869,14033,8/20/20,4
3310,Collins,1922,26.0,42.49089,-78.8573,14034,8/20/20,3
3311,Cowlesville,1081,17.91,42.8054,-78.4507,14037,8/20/20,1
3312,Depew,25714,9.15,42.89925,-78.70735,14043,8/20/20,124
3313,Derby,6463,12.32,42.69266,-78.9934,14047,8/20/20,19
3314,East Amherst,20690,16.19,43.0442,-78.695,14051,8/20/20,134
3315,East Aurora,17482,62.71,42.775,-78.5753,14052,8/20/20,265
3316,East Concord,1312,29.7,42.5468,-78.5954,14055,8/20/20,1
3317,Eden,7934,48.1,42.652283,-78.89698,14057,8/20/20,77
3318,Elma,9381,26.72,42.8255,-78.62666,14059,8/20/20,50
3319,Getzville,8374,3.8,43.0269,-78.762,14068,8/20/20,195
3320,Glenwood,678,5.42,42.6057,-78.6191,14069,8/20/20,3
3321,Gowanda,7706,44.41,42.44377,-78.90769,14070,8/20/20,15
3322,Grand Island,20809,33.26,43.0119,-78.9559,14072,8/20/20,138
3323,Hamburg,43111,38.97,42.716,-78.82434,14075,8/20/20,283
3324,Holland,4460,50.61,42.6405,-78.5435,14080,8/20/20,26
3325,Irving,3204,40.63,42.4617,-79.027,14081,8/20/20,8
3326,Evans (Lake View),7831,6.43,42.8957,-78.8878,14085,8/20/20,38
3327,Lancaster,33960,35.48,42.90584000000001,-78.6296,14086,8/20/20,248
3328,Lawtons,1086,22.21,42.5386,-78.9061,14091,8/20/20,3
3329,Marilla,1244,4.86,42.8368,-78.5573,14102,8/20/20,9
3330,North Collins,3482,32.93,42.581,-78.8707,14111,8/20/20,17
3331,Orchard Park,30810,40.39,42.7429,-78.7569,14127,8/20/20,249
3332,Sardinia,139,2.42,42.5276,-78.5045,14134,8/20/20,1
3333,South Wales,2371,23.28,42.69757,-78.5433,14139,8/20/20,5
3334,Springville,7799,73.22,42.5329,-78.7157,14141,8/20/20,50
3335,Strykersville,1405,26.97,42.7296,-78.41938,14145,8/20/20,0
3336,Tonawanda,40850,17.07,42.99298,-78.8812,14150,8/20/20,287
3337,West Falls,2270,13.31,42.7087,-78.6647,14170,8/20/20,8
3338,Allentown (Downtown),11502,1.02,42.8994,-78.8765,14201,8/20/20,257
3339,Waterfront/Dowtown (Fat Bobs/Dino BBQ/Pearl Street Bar),3969,0.82,42.88800000000001,-78.8762,14202,8/20/20,28
3340,Downtown (Main and Michigan to North),1724,2.8,42.8676,-78.87388,14203,8/20/20,26
3341,Downtown (Fruitbelt to First Ward),9233,1.7,42.88449,-78.8623,14204,8/20/20,147
3342,West Seneca (Kaisertown),20425,4.76,42.880699,-78.81424,14206,8/20/20,173
3343,Black Rock/Riverside/Upper West Side ,24197,3.87,42.951,-78.895,14207,8/20/20,514
3344,Hamlin Park (East Buffalo),10781,1.15,42.9155,-78.8515,14208,8/20/20,244
3345,Delaware (Main - Allen to Park),8509,1.14,42.917,-78.86399999999998,14209,8/20/20,229
3346,Larkin Square/Seneca (South),14095,3.87,42.86175,-78.83014,14210,8/20/20,126
3347,MLK Park (Buffalo/Cheektowaga),21831,3.61,42.90795,-78.81925,14211,8/20/20,342
3348,Broadway/Sloan,10262,2.41,42.8973,-78.81829,14212,8/20/20,156
3349,West Side,26700,2.82,42.9166,-78.8919,14213,8/20/20,441
3350,South Main St/FLR House (Buffalo (University)),19330,3.31,42.9387,-78.83975,14214,8/20/20,195
3351,South Campus (Buffalo East),38599,4.55,42.9334,-78.80815,14215,8/20/20,759
3352,Hertle/Lloyds,21800,2.84,42.9475,-78.8637,14216,8/20/20,195
3353,North Elmwood (Kenmore/Clay Handi),22536,3.14,42.9767,-78.8756,14217,8/20/20,222
3354,Lackawana,18590,8.07,42.8155,-78.8112,14218,8/20/20,158
3355,Blasdell (Wegmans),11999,6.63,42.7879,-78.8293,14219,8/20/20,74
3356,South Buffalo (South Park/Mercy Hospital of Buffalo),23821,4.4,42.84474,-78.82575,14220,8/20/20,163
3357,Williamsville (Amherst/Clarence),54529,22.92,42.9872,-78.7222,14221,8/20/20,553
3358,Elmwood Village,12807,1.02,42.9178,-78.8747,14222,8/20/20,82
3359,South Campus (Lincoln Park),23657,3.48,42.97428,-78.8478,14223,8/20/20,149
3360,West Seneca,41070,20.19,42.83744,-78.7429,14224,8/20/20,273
3361,Cheektowaga/Airport,33861,11.79,42.9267,-78.748,14225,8/20/20,284
3362,Amherst (Snyder/Eggertsville),28674,7.24,42.9761,-78.7937,14226,8/20/20,214
3363,Cheektowaga (Bellevue),22419,7.93,42.8855,-78.7448,14227,8/20/20,282
3364,North Campus/Sweethome/West Amherst,21775,15.28,43.038299,-78.778411,14228,8/20/20,143
3365,UB North Campus (Amherst),1670,0.97,,,14260,8/20/20,0
3366,Akron,9549,59.61,43.0414,-78.4963,14001,8/21/20,43
3367,Alden,12851,46.68,42.894668,-78.4833,14004,8/21/20,76
3368,Angola,10113,28.86,42.6361,-79.02794,14006,8/21/20,38
3369,Basom,1923,41.17,43.0811,-78.4012,14013,8/21/20,0
3370,Boston,3060,23.54,42.6214,-78.7217,14025,8/21/20,13
3371,Bowmansville,910,0.79,42.9441,-78.6867,14026,8/21/20,4
3372,Chaffee,1867,20.9,42.5737,-78.507,14030,8/21/20,2
3373,Clarence,10145,20.83,42.993,-78.607,14031,8/21/20,87
3374,Clarence Center (North),8964,25.14,43.04275,-78.6292,14032,8/21/20,53
3375,Colden,2396,19.96,42.6521,-78.6869,14033,8/21/20,4
3376,Collins,1922,26.0,42.49089,-78.8573,14034,8/21/20,3
3377,Cowlesville,1081,17.91,42.8054,-78.4507,14037,8/21/20,1
3378,Depew,25714,9.15,42.89925,-78.70735,14043,8/21/20,124
3379,Derby,6463,12.32,42.69266,-78.9934,14047,8/21/20,19
3380,East Amherst,20690,16.19,43.0442,-78.695,14051,8/21/20,134
3381,East Aurora,17482,62.71,42.775,-78.5753,14052,8/21/20,265
3382,East Concord,1312,29.7,42.5468,-78.5954,14055,8/21/20,1
3383,Eden,7934,48.1,42.652283,-78.89698,14057,8/21/20,77
3384,Elma,9381,26.72,42.8255,-78.62666,14059,8/21/20,50
3385,Getzville,8374,3.8,43.0269,-78.762,14068,8/21/20,195
3386,Glenwood,678,5.42,42.6057,-78.6191,14069,8/21/20,3
3387,Gowanda,7706,44.41,42.44377,-78.90769,14070,8/21/20,15
3388,Grand Island,20809,33.26,43.0119,-78.9559,14072,8/21/20,138
3389,Hamburg,43111,38.97,42.716,-78.82434,14075,8/21/20,283
3390,Holland,4460,50.61,42.6405,-78.5435,14080,8/21/20,26
3391,Irving,3204,40.63,42.4617,-79.027,14081,8/21/20,8
3392,Evans (Lake View),7831,6.43,42.8957,-78.8878,14085,8/21/20,38
3393,Lancaster,33960,35.48,42.90584000000001,-78.6296,14086,8/21/20,248
3394,Lawtons,1086,22.21,42.5386,-78.9061,14091,8/21/20,3
3395,Marilla,1244,4.86,42.8368,-78.5573,14102,8/21/20,9
3396,North Collins,3482,32.93,42.581,-78.8707,14111,8/21/20,17
3397,Orchard Park,30810,40.39,42.7429,-78.7569,14127,8/21/20,249
3398,Sardinia,139,2.42,42.5276,-78.5045,14134,8/21/20,1
3399,South Wales,2371,23.28,42.69757,-78.5433,14139,8/21/20,5
3400,Springville,7799,73.22,42.5329,-78.7157,14141,8/21/20,50
3401,Strykersville,1405,26.97,42.7296,-78.41938,14145,8/21/20,0
3402,Tonawanda,40850,17.07,42.99298,-78.8812,14150,8/21/20,287
3403,West Falls,2270,13.31,42.7087,-78.6647,14170,8/21/20,8
3404,Allentown (Downtown),11502,1.02,42.8994,-78.8765,14201,8/21/20,257
3405,Waterfront/Dowtown (Fat Bobs/Dino BBQ/Pearl Street Bar),3969,0.82,42.88800000000001,-78.8762,14202,8/21/20,28
3406,Downtown (Main and Michigan to North),1724,2.8,42.8676,-78.87388,14203,8/21/20,26
3407,Downtown (Fruitbelt to First Ward),9233,1.7,42.88449,-78.8623,14204,8/21/20,147
3408,West Seneca (Kaisertown),20425,4.76,42.880699,-78.81424,14206,8/21/20,173
3409,Black Rock/Riverside/Upper West Side ,24197,3.87,42.951,-78.895,14207,8/21/20,514
3410,Hamlin Park (East Buffalo),10781,1.15,42.9155,-78.8515,14208,8/21/20,244
3411,Delaware (Main - Allen to Park),8509,1.14,42.917,-78.86399999999998,14209,8/21/20,229
3412,Larkin Square/Seneca (South),14095,3.87,42.86175,-78.83014,14210,8/21/20,126
3413,MLK Park (Buffalo/Cheektowaga),21831,3.61,42.90795,-78.81925,14211,8/21/20,342
3414,Broadway/Sloan,10262,2.41,42.8973,-78.81829,14212,8/21/20,156
3415,West Side,26700,2.82,42.9166,-78.8919,14213,8/21/20,441
3416,South Main St/FLR House (Buffalo (University)),19330,3.31,42.9387,-78.83975,14214,8/21/20,195
3417,South Campus (Buffalo East),38599,4.55,42.9334,-78.80815,14215,8/21/20,759
3418,Hertle/Lloyds,21800,2.84,42.9475,-78.8637,14216,8/21/20,195
3419,North Elmwood (Kenmore/Clay Handi),22536,3.14,42.9767,-78.8756,14217,8/21/20,222
3420,Lackawana,18590,8.07,42.8155,-78.8112,14218,8/21/20,158
3421,Blasdell (Wegmans),11999,6.63,42.7879,-78.8293,14219,8/21/20,74
3422,South Buffalo (South Park/Mercy Hospital of Buffalo),23821,4.4,42.84474,-78.82575,14220,8/21/20,163
3423,Williamsville (Amherst/Clarence),54529,22.92,42.9872,-78.7222,14221,8/21/20,553
3424,Elmwood Village,12807,1.02,42.9178,-78.8747,14222,8/21/20,82
3425,South Campus (Lincoln Park),23657,3.48,42.97428,-78.8478,14223,8/21/20,149
3426,West Seneca,41070,20.19,42.83744,-78.7429,14224,8/21/20,273
3427,Cheektowaga/Airport,33861,11.79,42.9267,-78.748,14225,8/21/20,284
3428,Amherst (Snyder/Eggertsville),28674,7.24,42.9761,-78.7937,14226,8/21/20,214
3429,Cheektowaga (Bellevue),22419,7.93,42.8855,-78.7448,14227,8/21/20,282
3430,North Campus/Sweethome/West Amherst,21775,15.28,43.038299,-78.778411,14228,8/21/20,143
3431,UB North Campus (Amherst),1670,0.97,,,14260,8/21/20,0
3432,Akron,9549,59.61,43.0414,-78.4963,14001,8/22/20,43
3433,Alden,12851,46.68,42.894668,-78.4833,14004,8/22/20,76
3434,Angola,10113,28.86,42.6361,-79.02794,14006,8/22/20,38
3435,Basom,1923,41.17,43.0811,-78.4012,14013,8/22/20,0
3436,Boston,3060,23.54,42.6214,-78.7217,14025,8/22/20,13
3437,Bowmansville,910,0.79,42.9441,-78.6867,14026,8/22/20,4
3438,Chaffee,1867,20.9,42.5737,-78.507,14030,8/22/20,2
3439,Clarence,10145,20.83,42.993,-78.607,14031,8/22/20,87
3440,Clarence Center (North),8964,25.14,43.04275,-78.6292,14032,8/22/20,53
3441,Colden,2396,19.96,42.6521,-78.6869,14033,8/22/20,4
3442,Collins,1922,26.0,42.49089,-78.8573,14034,8/22/20,3
3443,Cowlesville,1081,17.91,42.8054,-78.4507,14037,8/22/20,1
3444,Depew,25714,9.15,42.89925,-78.70735,14043,8/22/20,124
3445,Derby,6463,12.32,42.69266,-78.9934,14047,8/22/20,19
3446,East Amherst,20690,16.19,43.0442,-78.695,14051,8/22/20,134
3447,East Aurora,17482,62.71,42.775,-78.5753,14052,8/22/20,265
3448,East Concord,1312,29.7,42.5468,-78.5954,14055,8/22/20,1
3449,Eden,7934,48.1,42.652283,-78.89698,14057,8/22/20,77
3450,Elma,9381,26.72,42.8255,-78.62666,14059,8/22/20,50
3451,Getzville,8374,3.8,43.0269,-78.762,14068,8/22/20,195
3452,Glenwood,678,5.42,42.6057,-78.6191,14069,8/22/20,3
3453,Gowanda,7706,44.41,42.44377,-78.90769,14070,8/22/20,15
3454,Grand Island,20809,33.26,43.0119,-78.9559,14072,8/22/20,138
3455,Hamburg,43111,38.97,42.716,-78.82434,14075,8/22/20,283
3456,Holland,4460,50.61,42.6405,-78.5435,14080,8/22/20,26
3457,Irving,3204,40.63,42.4617,-79.027,14081,8/22/20,8
3458,Evans (Lake View),7831,6.43,42.8957,-78.8878,14085,8/22/20,38
3459,Lancaster,33960,35.48,42.90584000000001,-78.6296,14086,8/22/20,248
3460,Lawtons,1086,22.21,42.5386,-78.9061,14091,8/22/20,3
3461,Marilla,1244,4.86,42.8368,-78.5573,14102,8/22/20,9
3462,North Collins,3482,32.93,42.581,-78.8707,14111,8/22/20,17
3463,Orchard Park,30810,40.39,42.7429,-78.7569,14127,8/22/20,249
3464,Sardinia,139,2.42,42.5276,-78.5045,14134,8/22/20,1
3465,South Wales,2371,23.28,42.69757,-78.5433,14139,8/22/20,5
3466,Springville,7799,73.22,42.5329,-78.7157,14141,8/22/20,50
3467,Strykersville,1405,26.97,42.7296,-78.41938,14145,8/22/20,0
3468,Tonawanda,40850,17.07,42.99298,-78.8812,14150,8/22/20,287
3469,West Falls,2270,13.31,42.7087,-78.6647,14170,8/22/20,8
3470,Allentown (Downtown),11502,1.02,42.8994,-78.8765,14201,8/22/20,257
3471,Waterfront/Dowtown (Fat Bobs/Dino BBQ/Pearl Street Bar),3969,0.82,42.88800000000001,-78.8762,14202,8/22/20,28
3472,Downtown (Main and Michigan to North),1724,2.8,42.8676,-78.87388,14203,8/22/20,26
3473,Downtown (Fruitbelt to First Ward),9233,1.7,42.88449,-78.8623,14204,8/22/20,147
3474,West Seneca (Kaisertown),20425,4.76,42.880699,-78.81424,14206,8/22/20,173
3475,Black Rock/Riverside/Upper West Side ,24197,3.87,42.951,-78.895,14207,8/22/20,514
3476,Hamlin Park (East Buffalo),10781,1.15,42.9155,-78.8515,14208,8/22/20,244
3477,Delaware (Main - Allen to Park),8509,1.14,42.917,-78.86399999999998,14209,8/22/20,229
3478,Larkin Square/Seneca (South),14095,3.87,42.86175,-78.83014,14210,8/22/20,126
3479,MLK Park (Buffalo/Cheektowaga),21831,3.61,42.90795,-78.81925,14211,8/22/20,342
3480,Broadway/Sloan,10262,2.41,42.8973,-78.81829,14212,8/22/20,156
3481,West Side,26700,2.82,42.9166,-78.8919,14213,8/22/20,441
3482,South Main St/FLR House (Buffalo (University)),19330,3.31,42.9387,-78.83975,14214,8/22/20,195
3483,South Campus (Buffalo East),38599,4.55,42.9334,-78.80815,14215,8/22/20,759
3484,Hertle/Lloyds,21800,2.84,42.9475,-78.8637,14216,8/22/20,195
3485,North Elmwood (Kenmore/Clay Handi),22536,3.14,42.9767,-78.8756,14217,8/22/20,222
3486,Lackawana,18590,8.07,42.8155,-78.8112,14218,8/22/20,158
3487,Blasdell (Wegmans),11999,6.63,42.7879,-78.8293,14219,8/22/20,74
3488,South Buffalo (South Park/Mercy Hospital of Buffalo),23821,4.4,42.84474,-78.82575,14220,8/22/20,163
3489,Williamsville (Amherst/Clarence),54529,22.92,42.9872,-78.7222,14221,8/22/20,553
3490,Elmwood Village,12807,1.02,42.9178,-78.8747,14222,8/22/20,82
3491,South Campus (Lincoln Park),23657,3.48,42.97428,-78.8478,14223,8/22/20,149
3492,West Seneca,41070,20.19,42.83744,-78.7429,14224,8/22/20,273
3493,Cheektowaga/Airport,33861,11.79,42.9267,-78.748,14225,8/22/20,284
3494,Amherst (Snyder/Eggertsville),28674,7.24,42.9761,-78.7937,14226,8/22/20,214
3495,Cheektowaga (Bellevue),22419,7.93,42.8855,-78.7448,14227,8/22/20,282
3496,North Campus/Sweethome/West Amherst,21775,15.28,43.038299,-78.778411,14228,8/22/20,143
3497,UB North Campus (Amherst),1670,0.97,,,14260,8/22/20,0
3498,Akron,9549,59.61,43.0414,-78.4963,14001,8/23/20,43
3499,Alden,12851,46.68,42.894668,-78.4833,14004,8/23/20,76
3500,Angola,10113,28.86,42.6361,-79.02794,14006,8/23/20,38
3501,Basom,1923,41.17,43.0811,-78.4012,14013,8/23/20,0
3502,Boston,3060,23.54,42.6214,-78.7217,14025,8/23/20,13
3503,Bowmansville,910,0.79,42.9441,-78.6867,14026,8/23/20,4
3504,Chaffee,1867,20.9,42.5737,-78.507,14030,8/23/20,2
3505,Clarence,10145,20.83,42.993,-78.607,14031,8/23/20,87
3506,Clarence Center (North),8964,25.14,43.04275,-78.6292,14032,8/23/20,53
3507,Colden,2396,19.96,42.6521,-78.6869,14033,8/23/20,4
3508,Collins,1922,26.0,42.49089,-78.8573,14034,8/23/20,3
3509,Cowlesville,1081,17.91,42.8054,-78.4507,14037,8/23/20,1
3510,Depew,25714,9.15,42.89925,-78.70735,14043,8/23/20,124
3511,Derby,6463,12.32,42.69266,-78.9934,14047,8/23/20,19
3512,East Amherst,20690,16.19,43.0442,-78.695,14051,8/23/20,134
3513,East Aurora,17482,62.71,42.775,-78.5753,14052,8/23/20,265
3514,East Concord,1312,29.7,42.5468,-78.5954,14055,8/23/20,1
3515,Eden,7934,48.1,42.652283,-78.89698,14057,8/23/20,77
3516,Elma,9381,26.72,42.8255,-78.62666,14059,8/23/20,50
3517,Getzville,8374,3.8,43.0269,-78.762,14068,8/23/20,195
3518,Glenwood,678,5.42,42.6057,-78.6191,14069,8/23/20,3
3519,Gowanda,7706,44.41,42.44377,-78.90769,14070,8/23/20,15
3520,Grand Island,20809,33.26,43.0119,-78.9559,14072,8/23/20,138
3521,Hamburg,43111,38.97,42.716,-78.82434,14075,8/23/20,283
3522,Holland,4460,50.61,42.6405,-78.5435,14080,8/23/20,26
3523,Irving,3204,40.63,42.4617,-79.027,14081,8/23/20,8
3524,Evans (Lake View),7831,6.43,42.8957,-78.8878,14085,8/23/20,38
3525,Lancaster,33960,35.48,42.90584000000001,-78.6296,14086,8/23/20,248
3526,Lawtons,1086,22.21,42.5386,-78.9061,14091,8/23/20,3
3527,Marilla,1244,4.86,42.8368,-78.5573,14102,8/23/20,9
3528,North Collins,3482,32.93,42.581,-78.8707,14111,8/23/20,17
3529,Orchard Park,30810,40.39,42.7429,-78.7569,14127,8/23/20,249
3530,Sardinia,139,2.42,42.5276,-78.5045,14134,8/23/20,1
3531,South Wales,2371,23.28,42.69757,-78.5433,14139,8/23/20,5
3532,Springville,7799,73.22,42.5329,-78.7157,14141,8/23/20,50
3533,Strykersville,1405,26.97,42.7296,-78.41938,14145,8/23/20,0
3534,Tonawanda,40850,17.07,42.99298,-78.8812,14150,8/23/20,287
3535,West Falls,2270,13.31,42.7087,-78.6647,14170,8/23/20,8
3536,Allentown (Downtown),11502,1.02,42.8994,-78.8765,14201,8/23/20,257
3537,Waterfront/Dowtown (Fat Bobs/Dino BBQ/Pearl Street Bar),3969,0.82,42.88800000000001,-78.8762,14202,8/23/20,28
3538,Downtown (Main and Michigan to North),1724,2.8,42.8676,-78.87388,14203,8/23/20,26
3539,Downtown (Fruitbelt to First Ward),9233,1.7,42.88449,-78.8623,14204,8/23/20,147
3540,West Seneca (Kaisertown),20425,4.76,42.880699,-78.81424,14206,8/23/20,173
3541,Black Rock/Riverside/Upper West Side ,24197,3.87,42.951,-78.895,14207,8/23/20,514
3542,Hamlin Park (East Buffalo),10781,1.15,42.9155,-78.8515,14208,8/23/20,244
3543,Delaware (Main - Allen to Park),8509,1.14,42.917,-78.86399999999998,14209,8/23/20,229
3544,Larkin Square/Seneca (South),14095,3.87,42.86175,-78.83014,14210,8/23/20,126
3545,MLK Park (Buffalo/Cheektowaga),21831,3.61,42.90795,-78.81925,14211,8/23/20,342
3546,Broadway/Sloan,10262,2.41,42.8973,-78.81829,14212,8/23/20,156
3547,West Side,26700,2.82,42.9166,-78.8919,14213,8/23/20,441
3548,South Main St/FLR House (Buffalo (University)),19330,3.31,42.9387,-78.83975,14214,8/23/20,195
3549,South Campus (Buffalo East),38599,4.55,42.9334,-78.80815,14215,8/23/20,759
3550,Hertle/Lloyds,21800,2.84,42.9475,-78.8637,14216,8/23/20,195
3551,North Elmwood (Kenmore/Clay Handi),22536,3.14,42.9767,-78.8756,14217,8/23/20,222
3552,Lackawana,18590,8.07,42.8155,-78.8112,14218,8/23/20,158
3553,Blasdell (Wegmans),11999,6.63,42.7879,-78.8293,14219,8/23/20,74
3554,South Buffalo (South Park/Mercy Hospital of Buffalo),23821,4.4,42.84474,-78.82575,14220,8/23/20,163
3555,Williamsville (Amherst/Clarence),54529,22.92,42.9872,-78.7222,14221,8/23/20,553
3556,Elmwood Village,12807,1.02,42.9178,-78.8747,14222,8/23/20,82
3557,South Campus (Lincoln Park),23657,3.48,42.97428,-78.8478,14223,8/23/20,149
3558,West Seneca,41070,20.19,42.83744,-78.7429,14224,8/23/20,273
3559,Cheektowaga/Airport,33861,11.79,42.9267,-78.748,14225,8/23/20,284
3560,Amherst (Snyder/Eggertsville),28674,7.24,42.9761,-78.7937,14226,8/23/20,214
3561,Cheektowaga (Bellevue),22419,7.93,42.8855,-78.7448,14227,8/23/20,282
3562,North Campus/Sweethome/West Amherst,21775,15.28,43.038299,-78.778411,14228,8/23/20,143
3563,UB North Campus (Amherst),1670,0.97,,,14260,8/23/20,0
3564,Akron,9549,59.61,43.0414,-78.4963,14001,8/24/20,43
3565,Alden,12851,46.68,42.894668,-78.4833,14004,8/24/20,77
3566,Angola,10113,28.86,42.6361,-79.02794,14006,8/24/20,42
3567,Basom,1923,41.17,43.0811,-78.4012,14013,8/24/20,0
3568,Boston,3060,23.54,42.6214,-78.7217,14025,8/24/20,13
3569,Bowmansville,910,0.79,42.9441,-78.6867,14026,8/24/20,4
3570,Chaffee,1867,20.9,42.5737,-78.507,14030,8/24/20,2
3571,Clarence,10145,20.83,42.993,-78.607,14031,8/24/20,88
3572,Clarence Center (North),8964,25.14,43.04275,-78.6292,14032,8/24/20,55
3573,Colden,2396,19.96,42.6521,-78.6869,14033,8/24/20,4
3574,Collins,1922,26.0,42.49089,-78.8573,14034,8/24/20,4
3575,Cowlesville,1081,17.91,42.8054,-78.4507,14037,8/24/20,1
3576,Depew,25714,9.15,42.89925,-78.70735,14043,8/24/20,131
3577,Derby,6463,12.32,42.69266,-78.9934,14047,8/24/20,19
3578,East Amherst,20690,16.19,43.0442,-78.695,14051,8/24/20,135
3579,East Aurora,17482,62.71,42.775,-78.5753,14052,8/24/20,267
3580,East Concord,1312,29.7,42.5468,-78.5954,14055,8/24/20,1
3581,Eden,7934,48.1,42.652283,-78.89698,14057,8/24/20,80
3582,Elma,9381,26.72,42.8255,-78.62666,14059,8/24/20,51
3583,Getzville,8374,3.8,43.0269,-78.762,14068,8/24/20,197
3584,Glenwood,678,5.42,42.6057,-78.6191,14069,8/24/20,3
3585,Gowanda,7706,44.41,42.44377,-78.90769,14070,8/24/20,15
3586,Grand Island,20809,33.26,43.0119,-78.9559,14072,8/24/20,140
3587,Hamburg,43111,38.97,42.716,-78.82434,14075,8/24/20,284
3588,Holland,4460,50.61,42.6405,-78.5435,14080,8/24/20,26
3589,Irving,3204,40.63,42.4617,-79.027,14081,8/24/20,8
3590,Evans (Lake View),7831,6.43,42.8957,-78.8878,14085,8/24/20,38
3591,Lancaster,33960,35.48,42.90584000000001,-78.6296,14086,8/24/20,258
3592,Lawtons,1086,22.21,42.5386,-78.9061,14091,8/24/20,3
3593,Marilla,1244,4.86,42.8368,-78.5573,14102,8/24/20,9
3594,North Collins,3482,32.93,42.581,-78.8707,14111,8/24/20,18
3595,Orchard Park,30810,40.39,42.7429,-78.7569,14127,8/24/20,252
3596,Sardinia,139,2.42,42.5276,-78.5045,14134,8/24/20,1
3597,South Wales,2371,23.28,42.69757,-78.5433,14139,8/24/20,5
3598,Springville,7799,73.22,42.5329,-78.7157,14141,8/24/20,50
3599,Strykersville,1405,26.97,42.7296,-78.41938,14145,8/24/20,0
3600,Tonawanda,40850,17.07,42.99298,-78.8812,14150,8/24/20,293
3601,West Falls,2270,13.31,42.7087,-78.6647,14170,8/24/20,8
3602,Allentown (Downtown),11502,1.02,42.8994,-78.8765,14201,8/24/20,263
3603,Waterfront/Dowtown (Fat Bobs/Dino BBQ/Pearl Street Bar),3969,0.82,42.88800000000001,-78.8762,14202,8/24/20,28
3604,Downtown (Main and Michigan to North),1724,2.8,42.8676,-78.87388,14203,8/24/20,27
3605,Downtown (Fruitbelt to First Ward),9233,1.7,42.88449,-78.8623,14204,8/24/20,155
3606,West Seneca (Kaisertown),20425,4.76,42.880699,-78.81424,14206,8/24/20,184
3607,Black Rock/Riverside/Upper West Side ,24197,3.87,42.951,-78.895,14207,8/24/20,521
3608,Hamlin Park (East Buffalo),10781,1.15,42.9155,-78.8515,14208,8/24/20,252
3609,Delaware (Main - Allen to Park),8509,1.14,42.917,-78.86399999999998,14209,8/24/20,237
3610,Larkin Square/Seneca (South),14095,3.87,42.86175,-78.83014,14210,8/24/20,131
3611,MLK Park (Buffalo/Cheektowaga),21831,3.61,42.90795,-78.81925,14211,8/24/20,355
3612,Broadway/Sloan,10262,2.41,42.8973,-78.81829,14212,8/24/20,158
