,Name,Population,Sq Mi,X,Y,Zip Code,Date,Total Case
2954,South Main St/FLR House (Buffalo (University)),19330,3.31,42.9387,-78.83975,14214,8/12/20,183
2955,South Campus (Buffalo East),38599,4.55,42.9334,-78.80815,14215,8/12/20,729
2956,Hertle/Lloyds,21800,2.84,42.9475,-78.8637,14216,8/12/20,187
2957,North Elmwood (Kenmore/Clay Handi),22536,3.14,42.9767,-78.8756,14217,8/12/20,220
2958,Lackawana,18590,8.07,42.8155,-78.8112,14218,8/12/20,146
2959,Blasdell (Wegmans),11999,6.63,42.7879,-78.8293,14219,8/12/20,74
2960,South Buffalo (South Park/Mercy Hospital of Buffalo),23821,4.4,42.84474,-78.82575,14220,8/12/20,162
2961,Williamsville (Amherst/Clarence),54529,22.92,42.9872,-78.7222,14221,8/12/20,527
2962,Elmwood Village,12807,1.02,42.9178,-78.8747,14222,8/12/20,79
2963,South Campus (Lincoln Park),23657,3.48,42.97428,-78.8478,14223,8/12/20,143
2964,West Seneca,41070,20.19,42.83744,-78.7429,14224,8/12/20,261
2965,Cheektowaga/Airport,33861,11.79,42.9267,-78.748,14225,8/12/20,276
2966,Amherst (Snyder/Eggertsville),28674,7.24,42.9761,-78.7937,14226,8/12/20,211
2967,Cheektowaga (Bellevue),22419,7.93,42.8855,-78.7448,14227,8/12/20,277
2968,North Campus/Sweethome/West Amherst,21775,15.28,43.038299,-78.778411,14228,8/12/20,140
2969,UB North Campus (Amherst),1670,0.97,,,14260,8/12/20,0
2970,Akron,9549,59.61,43.0414,-78.4963,14001,8/13/20,41
2971,Alden,12851,46.68,42.894668,-78.4833,14004,8/13/20,73
2972,Angola,10113,28.86,42.6361,-79.02794,14006,8/13/20,35
2973,Basom,1923,41.17,43.0811,-78.4012,14013,8/13/20,0
2974,Boston,3060,23.54,42.6214,-78.7217,14025,8/13/20,13
2975,Bowmansville,910,0.79,42.9441,-78.6867,14026,8/13/20,4
2976,Chaffee,1867,20.9,42.5737,-78.507,14030,8/13/20,2
2977,Clarence,10145,20.83,42.993,-78.607,14031,8/13/20,87
2978,Clarence Center (North),8964,25.14,43.04275,-78.6292,14032,8/13/20,53
2979,Colden,2396,19.96,42.6521,-78.6869,14033,8/13/20,4
2980,Collins,1922,26.0,42.49089,-78.8573,14034,8/13/20,3
2981,Cowlesville,1081,17.91,42.8054,-78.4507,14037,8/13/20,1
2982,Depew,25714,9.15,42.89925,-78.70735,14043,8/13/20,119
2983,Derby,6463,12.32,42.69266,-78.9934,14047,8/13/20,19
2984,East Amherst,20690,16.19,43.0442,-78.695,14051,8/13/20,130
2985,East Aurora,17482,62.71,42.775,-78.5753,14052,8/13/20,265
2986,East Concord,1312,29.7,42.5468,-78.5954,14055,8/13/20,1
2987,Eden,7934,48.1,42.652283,-78.89698,14057,8/13/20,75
2988,Elma,9381,26.72,42.8255,-78.62666,14059,8/13/20,50
2989,Getzville,8374,3.8,43.0269,-78.762,14068,8/13/20,195
2990,Glenwood,678,5.42,42.6057,-78.6191,14069,8/13/20,3
2991,Gowanda,7706,44.41,42.44377,-78.90769,14070,8/13/20,15
2992,Grand Island,20809,33.26,43.0119,-78.9559,14072,8/13/20,136
2993,Hamburg,43111,38.97,42.716,-78.82434,14075,8/13/20,280
2994,Holland,4460,50.61,42.6405,-78.5435,14080,8/13/20,25
2995,Irving,3204,40.63,42.4617,-79.027,14081,8/13/20,8
2996,Evans (Lake View),7831,6.43,42.8957,-78.8878,14085,8/13/20,38
2997,Lancaster,33960,35.48,42.90584000000001,-78.6296,14086,8/13/20,240
2998,Lawtons,1086,22.21,42.5386,-78.9061,14091,8/13/20,3
2999,Marilla,1244,4.86,42.8368,-78.5573,14102,8/13/20,9
3000,North Collins,3482,32.93,42.581,-78.8707,14111,8/13/20,17
3001,Orchard Park,30810,40.39,42.7429,-78.7569,14127,8/13/20,248
3002,Sardinia,139,2.42,42.5276,-78.5045,14134,8/13/20,1
3003,South Wales,2371,23.28,42.69757,-78.5433,14139,8/13/20,5
3004,Springville,7799,73.22,42.5329,-78.7157,14141,8/13/20,50
3005,Strykersville,1405,26.97,42.7296,-78.41938,14145,8/13/20,0
3006,Tonawanda,40850,17.07,42.99298,-78.8812,14150,8/13/20,280
3007,West Falls,2270,13.31,42.7087,-78.6647,14170,8/13/20,8
3008,Allentown (Downtown),11502,1.02,42.8994,-78.8765,14201,8/13/20,254
3009,Waterfront/Dowtown (Fat Bobs/Dino BBQ/Pearl Street Bar),3969,0.82,42.88800000000001,-78.8762,14202,8/13/20,25
3010,Downtown (Main and Michigan to North),1724,2.8,42.8676,-78.87388,14203,8/13/20,25
3011,Downtown (Fruitbelt to First Ward),9233,1.7,42.88449,-78.8623,14204,8/13/20,138
3012,West Seneca (Kaisertown),20425,4.76,42.880699,-78.81424,14206,8/13/20,168
3013,Black Rock/Riverside/Upper West Side ,24197,3.87,42.951,-78.895,14207,8/13/20,510
3014,Hamlin Park (East Buffalo),10781,1.15,42.9155,-78.8515,14208,8/13/20,240
3015,Delaware (Main - Allen to Park),8509,1.14,42.917,-78.86399999999998,14209,8/13/20,228
3016,Larkin Square/Seneca (South),14095,3.87,42.86175,-78.83014,14210,8/13/20,119
3017,MLK Park (Buffalo/Cheektowaga),21831,3.61,42.90795,-78.81925,14211,8/13/20,328
3018,Broadway/Sloan,10262,2.41,42.8973,-78.81829,14212,8/13/20,155
3019,West Side,26700,2.82,42.9166,-78.8919,14213,8/13/20,433
3020,South Main St/FLR House (Buffalo (University)),19330,3.31,42.9387,-78.83975,14214,8/13/20,186
3021,South Campus (Buffalo East),38599,4.55,42.9334,-78.80815,14215,8/13/20,740
3022,Hertle/Lloyds,21800,2.84,42.9475,-78.8637,14216,8/13/20,188
3023,North Elmwood (Kenmore/Clay Handi),22536,3.14,42.9767,-78.8756,14217,8/13/20,221
3024,Lackawana,18590,8.07,42.8155,-78.8112,14218,8/13/20,150
3025,Blasdell (Wegmans),11999,6.63,42.7879,-78.8293,14219,8/13/20,74
3026,South Buffalo (South Park/Mercy Hospital of Buffalo),23821,4.4,42.84474,-78.82575,14220,8/13/20,163
3027,Williamsville (Amherst/Clarence),54529,22.92,42.9872,-78.7222,14221,8/13/20,537
3028,Elmwood Village,12807,1.02,42.9178,-78.8747,14222,8/13/20,79
3029,South Campus (Lincoln Park),23657,3.48,42.97428,-78.8478,14223,8/13/20,146
3030,West Seneca,41070,20.19,42.83744,-78.7429,14224,8/13/20,265
3031,Cheektowaga/Airport,33861,11.79,42.9267,-78.748,14225,8/13/20,277
3032,Amherst (Snyder/Eggertsville),28674,7.24,42.9761,-78.7937,14226,8/13/20,212
3033,Cheektowaga (Bellevue),22419,7.93,42.8855,-78.7448,14227,8/13/20,280
3034,North Campus/Sweethome/West Amherst,21775,15.28,43.038299,-78.778411,14228,8/13/20,141
3035,UB North Campus (Amherst),1670,0.97,,,14260,8/13/20,0
3036,Akron,9549,59.61,43.0414,-78.4963,14001,8/14/20,41
3037,Alden,12851,46.68,42.894668,-78.4833,14004,8/14/20,73
3038,Angola,10113,28.86,42.6361,-79.02794,14006,8/14/20,35
3039,Basom,1923,41.17,43.0811,-78.4012,14013,8/14/20,0
3040,Boston,3060,23.54,42.6214,-78.7217,14025,8/14/20,13
3041,Bowmansville,910,0.79,42.9441,-78.6867,14026,8/14/20,4
3042,Chaffee,1867,20.9,42.5737,-78.507,14030,8/14/20,2
3043,Clarence,10145,20.83,42.993,-78.607,14031,8/14/20,87
3044,Clarence Center (North),8964,25.14,43.04275,-78.6292,14032,8/14/20,53
3045,Colden,2396,19.96,42.6521,-78.6869,14033,8/14/20,4
3046,Collins,1922,26.0,42.49089,-78.8573,14034,8/14/20,3
3047,Cowlesville,1081,17.91,42.8054,-78.4507,14037,8/14/20,1
3048,Depew,25714,9.15,42.89925,-78.70735,14043,8/14/20,119
3049,Derby,6463,12.32,42.69266,-78.9934,14047,8/14/20,19
3050,East Amherst,20690,16.19,43.0442,-78.695,14051,8/14/20,130
3051,East Aurora,17482,62.71,42.775,-78.5753,14052,8/14/20,265
3052,East Concord,1312,29.7,42.5468,-78.5954,14055,8/14/20,1
3053,Eden,7934,48.1,42.652283,-78.89698,14057,8/14/20,75
3054,Elma,9381,26.72,42.8255,-78.62666,14059,8/14/20,50
3055,Getzville,8374,3.8,43.0269,-78.762,14068,8/14/20,195
3056,Glenwood,678,5.42,42.6057,-78.6191,14069,8/14/20,3
3057,Gowanda,7706,44.41,42.44377,-78.90769,14070,8/14/20,15
3058,Grand Island,20809,33.26,43.0119,-78.9559,14072,8/14/20,136
3059,Hamburg,43111,38.97,42.716,-78.82434,14075,8/14/20,280
3060,Holland,4460,50.61,42.6405,-78.5435,14080,8/14/20,25
3061,Irving,3204,40.63,42.4617,-79.027,14081,8/14/20,8
3062,Evans (Lake View),7831,6.43,42.8957,-78.8878,14085,8/14/20,38
3063,Lancaster,33960,35.48,42.90584000000001,-78.6296,14086,8/14/20,240
3064,Lawtons,1086,22.21,42.5386,-78.9061,14091,8/14/20,3
3065,Marilla,1244,4.86,42.8368,-78.5573,14102,8/14/20,9
3066,North Collins,3482,32.93,42.581,-78.8707,14111,8/14/20,17
3067,Orchard Park,30810,40.39,42.7429,-78.7569,14127,8/14/20,248
3068,Sardinia,139,2.42,42.5276,-78.5045,14134,8/14/20,1
3069,South Wales,2371,23.28,42.69757,-78.5433,14139,8/14/20,5
3070,Springville,7799,73.22,42.5329,-78.7157,14141,8/14/20,50
3071,Strykersville,1405,26.97,42.7296,-78.41938,14145,8/14/20,0
3072,Tonawanda,40850,17.07,42.99298,-78.8812,14150,8/14/20,280
3073,West Falls,2270,13.31,42.7087,-78.6647,14170,8/14/20,8
3074,Allentown (Downtown),11502,1.02,42.8994,-78.8765,14201,8/14/20,254
3075,Waterfront/Dowtown (Fat Bobs/Dino BBQ/Pearl Street Bar),3969,0.82,42.88800000000001,-78.8762,14202,8/14/20,25
3076,Downtown (Main and Michigan to North),1724,2.8,42.8676,-78.87388,14203,8/14/20,25
3077,Downtown (Fruitbelt to First Ward),9233,1.7,42.88449,-78.8623,14204,8/14/20,138
3078,West Seneca (Kaisertown),20425,4.76,42.880699,-78.81424,14206,8/14/20,168
3079,Black Rock/Riverside/Upper West Side ,24197,3.87,42.951,-78.895,14207,8/14/20,510
3080,Hamlin Park (East Buffalo),10781,1.15,42.9155,-78.8515,14208,8/14/20,240
3081,Delaware (Main - Allen to Park),8509,1.14,42.917,-78.86399999999998,14209,8/14/20,228
3082,Larkin Square/Seneca (South),14095,3.87,42.86175,-78.83014,14210,8/14/20,119
3083,MLK Park (Buffalo/Cheektowaga),21831,3.61,42.90795,-78.81925,14211,8/14/20,328
3084,Broadway/Sloan,10262,2.41,42.8973,-78.81829,14212,8/14/20,155
3085,West Side,26700,2.82,42.9166,-78.8919,14213,8/14/20,433
3086,South Main St/FLR House (Buffalo (University)),19330,3.31,42.9387,-78.83975,14214,8/14/20,186
3087,South Campus (Buffalo East),38599,4.55,42.9334,-78.80815,14215,8/14/20,740
3088,Hertle/Lloyds,21800,2.84,42.9475,-78.8637,14216,8/14/20,188
3089,North Elmwood (Kenmore/Clay Handi),22536,3.14,42.9767,-78.8756,14217,8/14/20,221
3090,Lackawana,18590,8.07,42.8155,-78.8112,14218,8/14/20,150
3091,Blasdell (Wegmans),11999,6.63,42.7879,-78.8293,14219,8/14/20,74
3092,South Buffalo (South Park/Mercy Hospital of Buffalo),23821,4.4,42.84474,-78.82575,14220,8/14/20,163
3093,Williamsville (Amherst/Clarence),54529,22.92,42.9872,-78.7222,14221,8/14/20,537
3094,Elmwood Village,12807,1.02,42.9178,-78.8747,14222,8/14/20,79
3095,South Campus (Lincoln Park),23657,3.48,42.97428,-78.8478,14223,8/14/20,146
3096,West Seneca,41070,20.19,42.83744,-78.7429,14224,8/14/20,265
3097,Cheektowaga/Airport,33861,11.79,42.9267,-78.748,14225,8/14/20,277
3098,Amherst (Snyder/Eggertsville),28674,7.24,42.9761,-78.7937,14226,8/14/20,212
3099,Cheektowaga (Bellevue),22419,7.93,42.8855,-78.7448,14227,8/14/20,280
3100,North Campus/Sweethome/West Amherst,21775,15.28,43.038299,-78.778411,14228,8/14/20,141
3101,UB North Campus (Amherst),1670,0.97,,,14260,8/14/20,0
3102,Akron,9549,59.61,43.0414,-78.4963,14001,8/16/20,41
3103,Alden,12851,46.68,42.894668,-78.4833,14004,8/16/20,73
3104,Angola,10113,28.86,42.6361,-79.02794,14006,8/16/20,35
3105,Basom,1923,41.17,43.0811,-78.4012,14013,8/16/20,0
3106,Boston,3060,23.54,42.6214,-78.7217,14025,8/16/20,13
3107,Bowmansville,910,0.79,42.9441,-78.6867,14026,8/16/20,4
3108,Chaffee,1867,20.9,42.5737,-78.507,14030,8/16/20,2
3109,Clarence,10145,20.83,42.993,-78.607,14031,8/16/20,87
3110,Clarence Center (North),8964,25.14,43.04275,-78.6292,14032,8/16/20,53
3111,Colden,2396,19.96,42.6521,-78.6869,14033,8/16/20,4
3112,Collins,1922,26.0,42.49089,-78.8573,14034,8/16/20,3
3113,Cowlesville,1081,17.91,42.8054,-78.4507,14037,8/16/20,1
3114,Depew,25714,9.15,42.89925,-78.70735,14043,8/16/20,119
3115,Derby,6463,12.32,42.69266,-78.9934,14047,8/16/20,19
3116,East Amherst,20690,16.19,43.0442,-78.695,14051,8/16/20,130
3117,East Aurora,17482,62.71,42.775,-78.5753,14052,8/16/20,265
3118,East Concord,1312,29.7,42.5468,-78.5954,14055,8/16/20,1
3119,Eden,7934,48.1,42.652283,-78.89698,14057,8/16/20,75
3120,Elma,9381,26.72,42.8255,-78.62666,14059,8/16/20,50
3121,Getzville,8374,3.8,43.0269,-78.762,14068,8/16/20,195
3122,Glenwood,678,5.42,42.6057,-78.6191,14069,8/16/20,3
3123,Gowanda,7706,44.41,42.44377,-78.90769,14070,8/16/20,15
3124,Grand Island,20809,33.26,43.0119,-78.9559,14072,8/16/20,136
3125,Hamburg,43111,38.97,42.716,-78.82434,14075,8/16/20,280
3126,Holland,4460,50.61,42.6405,-78.5435,14080,8/16/20,25
3127,Irving,3204,40.63,42.4617,-79.027,14081,8/16/20,8
3128,Evans (Lake View),7831,6.43,42.8957,-78.8878,14085,8/16/20,38
3129,Lancaster,33960,35.48,42.90584000000001,-78.6296,14086,8/16/20,240
3130,Lawtons,1086,22.21,42.5386,-78.9061,14091,8/16/20,3
3131,Marilla,1244,4.86,42.8368,-78.5573,14102,8/16/20,9
3132,North Collins,3482,32.93,42.581,-78.8707,14111,8/16/20,17
3133,Orchard Park,30810,40.39,42.7429,-78.7569,14127,8/16/20,248
3134,Sardinia,139,2.42,42.5276,-78.5045,14134,8/16/20,1
3135,South Wales,2371,23.28,42.69757,-78.5433,14139,8/16/20,5
3136,Springville,7799,73.22,42.5329,-78.7157,14141,8/16/20,50
3137,Strykersville,1405,26.97,42.7296,-78.41938,14145,8/16/20,0
3138,Tonawanda,40850,17.07,42.99298,-78.8812,14150,8/16/20,280
3139,West Falls,2270,13.31,42.7087,-78.6647,14170,8/16/20,8
3140,Allentown (Downtown),11502,1.02,42.8994,-78.8765,14201,8/16/20,254
3141,Waterfront/Dowtown (Fat Bobs/Dino BBQ/Pearl Street Bar),3969,0.82,42.88800000000001,-78.8762,14202,8/16/20,25
3142,Downtown (Main and Michigan to North),1724,2.8,42.8676,-78.87388,14203,8/16/20,25
3143,Downtown (Fruitbelt to First Ward),9233,1.7,42.88449,-78.8623,14204,8/16/20,138
3144,West Seneca (Kaisertown),20425,4.76,42.880699,-78.81424,14206,8/16/20,168
3145,Black Rock/Riverside/Upper West Side ,24197,3.87,42.951,-78.895,14207,8/16/20,510
3146,Hamlin Park (East Buffalo),10781,1.15,42.9155,-78.8515,14208,8/16/20,240
3147,Delaware (Main - Allen to Park),8509,1.14,42.917,-78.86399999999998,14209,8/16/20,228
3148,Larkin Square/Seneca (South),14095,3.87,42.86175,-78.83014,14210,8/16/20,119
3149,MLK Park (Buffalo/Cheektowaga),21831,3.61,42.90795,-78.81925,14211,8/16/20,328
3150,Broadway/Sloan,10262,2.41,42.8973,-78.81829,14212,8/16/20,155
3151,West Side,26700,2.82,42.9166,-78.8919,14213,8/16/20,433
3152,South Main St/FLR House (Buffalo (University)),19330,3.31,42.9387,-78.83975,14214,8/16/20,186
3153,South Campus (Buffalo East),38599,4.55,42.9334,-78.80815,14215,8/16/20,740
3154,Hertle/Lloyds,21800,2.84,42.9475,-78.8637,14216,8/16/20,188
3155,North Elmwood (Kenmore/Clay Handi),22536,3.14,42.9767,-78.8756,14217,8/16/20,221
3156,Lackawana,18590,8.07,42.8155,-78.8112,14218,8/16/20,150
3157,Blasdell (Wegmans),11999,6.63,42.7879,-78.8293,14219,8/16/20,74
3158,South Buffalo (South Park/Mercy Hospital of Buffalo),23821,4.4,42.84474,-78.82575,14220,8/16/20,163
3159,Williamsville (Amherst/Clarence),54529,22.92,42.9872,-78.7222,14221,8/16/20,537
3160,Elmwood Village,12807,1.02,42.9178,-78.8747,14222,8/16/20,79
3161,South Campus (Lincoln Park),23657,3.48,42.97428,-78.8478,14223,8/16/20,146
3162,West Seneca,41070,20.19,42.83744,-78.7429,14224,8/16/20,265
3163,Cheektowaga/Airport,33861,11.79,42.9267,-78.748,14225,8/16/20,277
3164,Amherst (Snyder/Eggertsville),28674,7.24,42.9761,-78.7937,14226,8/16/20,212
3165,Cheektowaga (Bellevue),22419,7.93,42.8855,-78.7448,14227,8/16/20,280
3166,North Campus/Sweethome/West Amherst,21775,15.28,43.038299,-78.778411,14228,8/16/20,141
3167,UB North Campus (Amherst),1670,0.97,,,14260,8/16/20,0
3168,Akron,9549,59.61,43.0414,-78.4963,14001,8/18/20,42
3169,Alden,12851,46.68,42.894668,-78.4833,14004,8/18/20,75
3170,Angola,10113,28.86,42.6361,-79.02794,14006,8/18/20,36
3171,Basom,1923,41.17,43.0811,-78.4012,14013,8/18/20,0
3172,Boston,3060,23.54,42.6214,-78.7217,14025,8/18/20,13
3173,Bowmansville,910,0.79,42.9441,-78.6867,14026,8/18/20,4
3174,Chaffee,1867,20.9,42.5737,-78.507,14030,8/18/20,2
3175,Clarence,10145,20.83,42.993,-78.607,14031,8/18/20,87
3176,Clarence Center (North),8964,25.14,43.04275,-78.6292,14032,8/18/20,53
3177,Colden,2396,19.96,42.6521,-78.6869,14033,8/18/20,4
3178,Collins,1922,26.0,42.49089,-78.8573,14034,8/18/20,3
3179,Cowlesville,1081,17.91,42.8054,-78.4507,14037,8/18/20,1
3180,Depew,25714,9.15,42.89925,-78.70735,14043,8/18/20,124
3181,Derby,6463,12.32,42.69266,-78.9934,14047,8/18/20,19
3182,East Amherst,20690,16.19,43.0442,-78.695,14051,8/18/20,133
3183,East Aurora,17482,62.71,42.775,-78.5753,14052,8/18/20,265
3184,East Concord,1312,29.7,42.5468,-78.5954,14055,8/18/20,1
3185,Eden,7934,48.1,42.652283,-78.89698,14057,8/18/20,77
3186,Elma,9381,26.72,42.8255,-78.62666,14059,8/18/20,50
3187,Getzville,8374,3.8,43.0269,-78.762,14068,8/18/20,195
3188,Glenwood,678,5.42,42.6057,-78.6191,14069,8/18/20,3
3189,Gowanda,7706,44.41,42.44377,-78.90769,14070,8/18/20,15
3190,Grand Island,20809,33.26,43.0119,-78.9559,14072,8/18/20,138
3191,Hamburg,43111,38.97,42.716,-78.82434,14075,8/18/20,282
3192,Holland,4460,50.61,42.6405,-78.5435,14080,8/18/20,26
3193,Irving,3204,40.63,42.4617,-79.027,14081,8/18/20,8
3194,Evans (Lake View),7831,6.43,42.8957,-78.8878,14085,8/18/20,38
3195,Lancaster,33960,35.48,42.90584000000001,-78.6296,14086,8/18/20,246
3196,Lawtons,1086,22.21,42.5386,-78.9061,14091,8/18/20,3
3197,Marilla,1244,4.86,42.8368,-78.5573,14102,8/18/20,9
3198,North Collins,3482,32.93,42.581,-78.8707,14111,8/18/20,17
3199,Orchard Park,30810,40.39,42.7429,-78.7569,14127,8/18/20,248
3200,Sardinia,139,2.42,42.5276,-78.5045,14134,8/18/20,1
3201,South Wales,2371,23.28,42.69757,-78.5433,14139,8/18/20,5
3202,Springville,7799,73.22,42.5329,-78.7157,14141,8/18/20,50
3203,Strykersville,1405,26.97,42.7296,-78.41938,14145,8/18/20,0
3204,Tonawanda,40850,17.07,42.99298,-78.8812,14150,8/18/20,285
3205,West Falls,2270,13.31,42.7087,-78.6647,14170,8/18/20,8
3206,Allentown (Downtown),11502,1.02,42.8994,-78.8765,14201,8/18/20,257
3207,Waterfront/Dowtown (Fat Bobs/Dino BBQ/Pearl Street Bar),3969,0.82,42.88800000000001,-78.8762,14202,8/18/20,27
3208,Downtown (Main and Michigan to North),1724,2.8,42.8676,-78.87388,14203,8/18/20,26
3209,Downtown (Fruitbelt to First Ward),9233,1.7,42.88449,-78.8623,14204,8/18/20,147
3210,West Seneca (Kaisertown),20425,4.76,42.880699,-78.81424,14206,8/18/20,173
3211,Black Rock/Riverside/Upper West Side ,24197,3.87,42.951,-78.895,14207,8/18/20,514
3212,Hamlin Park (East Buffalo),10781,1.15,42.9155,-78.8515,14208,8/18/20,244
3213,Delaware (Main - Allen to Park),8509,1.14,42.917,-78.86399999999998,14209,8/18/20,229
3214,Larkin Square/Seneca (South),14095,3.87,42.86175,-78.83014,14210,8/18/20,124
3215,MLK Park (Buffalo/Cheektowaga),21831,3.61,42.90795,-78.81925,14211,8/18/20,336
3216,Broadway/Sloan,10262,2.41,42.8973,-78.81829,14212,8/18/20,156
3217,West Side,26700,2.82,42.9166,-78.8919,14213,8/18/20,440
3218,South Main St/FLR House (Buffalo (University)),19330,3.31,42.9387,-78.83975,14214,8/18/20,194
3219,South Campus (Buffalo East),38599,4.55,42.9334,-78.80815,14215,8/18/20,756
3220,Hertle/Lloyds,21800,2.84,42.9475,-78.8637,14216,8/18/20,195
3221,North Elmwood (Kenmore/Clay Handi),22536,3.14,42.9767,-78.8756,14217,8/18/20,222
3222,Lackawana,18590,8.07,42.8155,-78.8112,14218,8/18/20,153
3223,Blasdell (Wegmans),11999,6.63,42.7879,-78.8293,14219,8/18/20,74
3224,South Buffalo (South Park/Mercy Hospital of Buffalo),23821,4.4,42.84474,-78.82575,14220,8/18/20,163
3225,Williamsville (Amherst/Clarence),54529,22.92,42.9872,-78.7222,14221,8/18/20,549
3226,Elmwood Village,12807,1.02,42.9178,-78.8747,14222,8/18/20,82
3227,South Campus (Lincoln Park),23657,3.48,42.97428,-78.8478,14223,8/18/20,149
3228,West Seneca,41070,20.19,42.83744,-78.7429,14224,8/18/20,272
3229,Cheektowaga/Airport,33861,11.79,42.9267,-78.748,14225,8/18/20,282
3230,Amherst (Snyder/Eggertsville),28674,7.24,42.9761,-78.7937,14226,8/18/20,214
3231,Cheektowaga (Bellevue),22419,7.93,42.8855,-78.7448,14227,8/18/20,280
3232,North Campus/Sweethome/West Amherst,21775,15.28,43.038299,-78.778411,14228,8/18/20,143
3233,UB North Campus (Amherst),1670,0.97,,,14260,8/18/20,0
3234,Akron,9549,59.61,43.0414,-78.4963,14001,8/19/20,43
3235,Alden,12851,46.68,42.894668,-78.4833,14004,8/19/20,76
3236,Angola,10113,28.86,42.6361,-79.02794,14006,8/19/20,38
3237,Basom,1923,41.17,43.0811,-78.4012,14013,8/19/20,0
3238,Boston,3060,23.54,42.6214,-78.7217,14025,8/19/20,13
3239,Bowmansville,910,0.79,42.9441,-78.6867,14026,8/19/20,4
3240,Chaffee,1867,20.9,42.5737,-78.507,14030,8/19/20,2
3241,Clarence,10145,20.83,42.993,-78.607,14031,8/19/20,87
3242,Clarence Center (North),8964,25.14,43.04275,-78.6292,14032,8/19/20,53
3243,Colden,2396,19.96,42.6521,-78.6869,14033,8/19/20,4
3244,Collins,1922,26.0,42.49089,-78.8573,14034,8/19/20,3
3245,Cowlesville,1081,17.91,42.8054,-78.4507,14037,8/19/20,1
3246,Depew,25714,9.15,42.89925,-78.70735,14043,8/19/20,124
3247,Derby,6463,12.32,42.69266,-78.9934,14047,8/19/20,19
3248,East Amherst,20690,16.19,43.0442,-78.695,14051,8/19/20,134
3249,East Aurora,17482,62.71,42.775,-78.5753,14052,8/19/20,265
3250,East Concord,1312,29.7,42.5468,-78.5954,14055,8/19/20,1
3251,Eden,7934,48.1,42.652283,-78.89698,14057,8/19/20,77
3252,Elma,9381,26.72,42.8255,-78.62666,14059,8/19/20,50
3253,Getzville,8374,3.8,43.0269,-78.762,14068,8/19/20,195
3254,Glenwood,678,5.42,42.6057,-78.6191,14069,8/19/20,3
3255,Gowanda,7706,44.41,42.44377,-78.90769,14070,8/19/20,15
3256,Grand Island,20809,33.26,43.0119,-78.9559,14072,8/19/20,138
3257,Hamburg,43111,38.97,42.716,-78.82434,14075,8/19/20,283
3258,Holland,4460,50.61,42.6405,-78.5435,14080,8/19/20,26
3259,Irving,3204,40.63,42.4617,-79.027,14081,8/19/20,8
3260,Evans (Lake View),7831,6.43,42.8957,-78.8878,14085,8/19/20,38
3261,Lancaster,33960,35.48,42.90584000000001,-78.6296,14086,8/19/20,248
3262,Lawtons,1086,22.21,42.5386,-78.9061,14091,8/19/20,3
3263,Marilla,1244,4.86,42.8368,-78.5573,14102,8/19/20,9
3264,North Collins,3482,32.93,42.581,-78.8707,14111,8/19/20,17
3265,Orchard Park,30810,40.39,42.7429,-78.7569,14127,8/19/20,249
3266,Sardinia,139,2.42,42.5276,-78.5045,14134,8/19/20,1
3267,South Wales,2371,23.28,42.69757,-78.5433,14139,8/19/20,5
3268,Springville,7799,73.22,42.5329,-78.7157,14141,8/19/20,50
3269,Strykersville,1405,26.97,42.7296,-78.41938,14145,8/19/20,0
3270,Tonawanda,40850,17.07,42.99298,-78.8812,14150,8/19/20,287
3271,West Falls,2270,13.31,42.7087,-78.6647,14170,8/19/20,8
3272,Allentown (Downtown),11502,1.02,42.8994,-78.8765,14201,8/19/20,257
3273,Waterfront/Dowtown (Fat Bobs/Dino BBQ/Pearl Street Bar),3969,0.82,42.88800000000001,-78.8762,14202,8/19/20,28
3274,Downtown (Main and Michigan to North),1724,2.8,42.8676,-78.87388,14203,8/19/20,26
3275,Downtown (Fruitbelt to First Ward),9233,1.7,42.88449,-78.8623,14204,8/19/20,147
3276,West Seneca (Kaisertown),20425,4.76,42.880699,-78.81424,14206,8/19/20,173
3277,Black Rock/Riverside/Upper West Side ,24197,3.87,42.951,-78.895,14207,8/19/20,514
3278,Hamlin Park (East Buffalo),10781,1.15,42.9155,-78.8515,14208,8/19/20,244
3279,Delaware (Main - Allen to Park),8509,1.14,42.917,-78.86399999999998,14209,8/19/20,229
3280,Larkin Square/Seneca (South),14095,3.87,42.86175,-78.83014,14210,8/19/20,126
3281,MLK Park (Buffalo/Cheektowaga),21831,3.61,42.90795,-78.81925,14211,8/19/20,342
3282,Broadway/Sloan,10262,2.41,42.8973,-78.81829,14212,8/19/20,156
3283,West Side,26700,2.82,42.9166,-78.8919,14213,8/19/20,441
3284,South Main St/FLR House (Buffalo (University)),19330,3.31,42.9387,-78.83975,14214,8/19/20,195
3285,South Campus (Buffalo East),38599,4.55,42.9334,-78.80815,14215,8/19/20,759
3286,Hertle/Lloyds,21800,2.84,42.9475,-78.8637,14216,8/19/20,195
3287,North Elmwood (Kenmore/Clay Handi),22536,3.14,42.9767,-78.8756,14217,8/19/20,222
3288,Lackawana,18590,8.07,42.8155,-78.8112,14218,8/19/20,158
3289,Blasdell (Wegmans),11999,6.63,42.7879,-78.8293,14219,8/19/20,74
3290,South Buffalo (South Park/Mercy Hospital of Buffalo),23821,4.4,42.84474,-78.82575,14220,8/19/20,163
3291,Williamsville (Amherst/Clarence),54529,22.92,42.9872,-78.7222,14221,8/19/20,553
